file,time,reason
example_0.tex,1.8081245422363281
example_1.tex,1.4176242351531982
example_2.tex,1.4092810153961182
example_3.tex,1.4158563613891602
example_4.tex,1.5357177257537842
example_5.tex,1.444058895111084
example_6.tex,1.4581232070922852
example_7.tex,1.5275509357452393
example_8.tex,1.5438261032104492
example_9.tex,NaN
example_10.tex,NaN
example_11.tex,1.4106194972991943
example_12.tex,1.4302637577056885
example_13.tex,NaN
example_14.tex,8.060314416885376
example_15.tex,8.059989929199219
example_16.tex,4.04587721824646
example_17.tex,1.4129109382629395
example_18.tex,1.6064438819885254
example_19.tex,1.5418715476989746
example_20.tex,1.4360649585723877
example_21.tex,1.4497780799865723
example_22.tex,1.4173989295959473
example_23.tex,1.6268987655639648
example_24.tex,1.436966896057129
example_25.tex,1.4644520282745361
example_26.tex,1.4420108795166016
example_27.tex,1.4016621112823486
example_28.tex,1.4919114112854004
example_29.tex,1.507636308670044
example_30.tex,1.4922125339508057
example_31.tex,NaN
example_32.tex,NaN
example_33.tex,NaN
example_34.tex,NaN
example_35.tex,NaN
example_36.tex,NaN
example_37.tex,NaN
example_38.tex,NaN
example_39.tex,NaN
example_40.tex,NaN
example_41.tex,NaN
example_42.tex,NaN
example_43.tex,NaN
example_44.tex,1.555908203125
example_45.tex,1.5095632076263428
example_46.tex,1.5152099132537842
example_47.tex,1.7400529384613037
example_48.tex,1.5568954944610596
example_49.tex,1.603205680847168
example_50.tex,1.4945735931396484
example_51.tex,1.6383564472198486
example_52.tex,3.833449125289917
example_53.tex,1.4316143989562988
example_54.tex,1.4419469833374023
example_55.tex,1.4846715927124023
example_56.tex,1.6099209785461426
example_57.tex,1.4800686836242676
example_58.tex,1.4873363971710205
example_59.tex,1.5836639404296875
example_60.tex,1.5010828971862793
example_61.tex,1.451540231704712
example_62.tex,1.4730710983276367
example_63.tex,1.4474961757659912
example_64.tex,1.4767627716064453
example_65.tex,1.463979959487915
example_66.tex,1.4949593544006348
example_67.tex,1.457249402999878
example_68.tex,1.4539813995361328
example_69.tex,1.4825756549835205
example_70.tex,1.4633564949035645
example_71.tex,1.476137638092041
example_72.tex,1.4728341102600098
example_73.tex,1.5001144409179688
example_74.tex,1.4784269332885742
example_75.tex,1.4322333335876465
example_76.tex,1.9438250064849854
example_77.tex,1.4817492961883545
example_78.tex,1.841486930847168
example_79.tex,1.5981454849243164
example_80.tex,1.7505176067352295
example_81.tex,1.7354273796081543
example_82.tex,1.770247459411621
example_83.tex,NaN
example_84.tex,1.7577168941497803
example_85.tex,1.7628073692321777
example_86.tex,1.7630906105041504
example_87.tex,1.4273943901062012
example_88.tex,1.430142879486084
example_89.tex,1.8847012519836426
example_90.tex,1.4871180057525635
example_91.tex,1.454901933670044
example_92.tex,1.4169304370880127
example_93.tex,NaN
example_94.tex,1.6845614910125732
example_95.tex,NaN
example_96.tex,1.4547991752624512
example_97.tex,1.4104981422424316
example_98.tex,1.4474074840545654
example_99.tex,1.4168436527252197
example_100.tex,1.453510046005249
example_101.tex,1.5415315628051758
example_102.tex,1.5360713005065918
example_103.tex,1.438389539718628
example_104.tex,1.4365935325622559
example_105.tex,1.4002370834350586
example_106.tex,1.3646070957183838
example_107.tex,1.4141359329223633
example_108.tex,1.1510004997253418
example_109.tex,1.5665931701660156
example_110.tex,1.556361436843872
example_111.tex,1.5446686744689941
example_112.tex,1.9046077728271484
example_113.tex,1.9722645282745361
example_114.tex,2.0186398029327393
example_115.tex,1.8474042415618896
example_116.tex,1.8255715370178223
example_117.tex,4.460187673568726
example_118.tex,1.895479440689087
example_119.tex,1.6223721504211426
example_120.tex,1.6207363605499268
example_121.tex,NaN
example_122.tex,1.3679993152618408
example_123.tex,1.3834774494171143
example_124.tex,1.4412767887115479
example_125.tex,1.429427146911621
